order_id,customer_id,customer_name,product_id,product_name,category,amount,city,order_date
64,1465,Shelby Rivera,501,Dell Laptop,Electronics,3711.28,Randyberg,2023-07-28
65,1703,Lori Austin,501,Dell Laptop,Electronics,1650.15,Mooreborough,2023-02-06
66,1328,Shannon Sanchez,502,Sony Headphones,Accessories,1079.0,North Jasonhaven,2023-11-01
67,1778,Nicholas Fuller,501,Dell Laptop,Electronics,747.57,Ricardomouth,2023-09-03
68,1815,Andrea Jackson,501,Dell Laptop,Electronics,456.32,New Joshuatown,2023-10-17
69,1138,John Johnson,502,Sony Headphones,Accessories,490.42,Davismouth,2023-07-07
70,1057,Hannah Neal,502,Sony Headphones,Accessories,4272.7,Lake Michael,2023-04-28
71,1951,Jamie Moore,500,iPhone 14,Electronics,652.1,Jamesburgh,2023-12-29
72,1554,Samuel Hodges,503,Nike Shoes,Fashion,3312.04,West Maryfort,2023-10-15
73,1400,Joshua Day,502,Sony Headphones,Accessories,3060.32,Jeanberg,2023-08-05
74,1337,Lisa Moore,502,Sony Headphones,Accessories,352.69,Victoriaton,2023-05-10
75,1657,Timothy Donovan,502,Sony Headphones,Accessories,3379.57,Lake Michael,2023-07-16
76,1994,Caroline Martin,502,Sony Headphones,Accessories,1361.04,Lake Meredithfurt,2023-12-10
77,1609,Jill Watson,503,Nike Shoes,Fashion,821.48,New Juliefort,2023-02-28
78,1421,Matthew Dunlap,502,Sony Headphones,Accessories,1189.82,Mitchellview,2023-06-07
79,1655,Allison Boyle,500,iPhone 14,Electronics,3569.85,Bradleyton,2023-02-22
80,1750,Donna Jones,504,Titan Watch,Fashion,2302.05,East Denise,2023-01-20
81,1074,Melissa Williams,504,Titan Watch,Fashion,1031.98,Port William,2023-03-12
82,1922,David Lynn,504,Titan Watch,Fashion,677.68,Lake Christopherville,2023-12-07
83,1382,John Jackson,500,iPhone 14,Electronics,4864.7,Johnsonfort,2023-04-11
84,1443,Nathan Carr,500,iPhone 14,Electronics,1048.27,Port Marc,2023-12-17
85,1464,Margaret Martin,504,Titan Watch,Fashion,531.79,Torresport,2023-03-12
86,1248,Regina Wallace,501,Dell Laptop,Electronics,1381.98,Roberttown,2023-06-17
87,1540,Heather Swanson,503,Nike Shoes,Fashion,4992.48,North Cody,2023-11-10
88,1129,Jennifer Johnson,500,iPhone 14,Electronics,111.1,East Matthewport,2023-08-04
89,1824,Brandon Cuevas,502,Sony Headphones,Accessories,485.65,South Melindaland,2023-03-10
90,1966,Laura Smith,503,Nike Shoes,Fashion,2867.33,East Justinmouth,2023-02-18
91,1207,Jeff Cardenas,501,Dell Laptop,Electronics,4452.89,Jameshaven,2023-11-30
92,1709,Julia Gray,501,Dell Laptop,Electronics,4212.87,Kimstad,2023-01-25
93,1483,Lisa Hartman,504,Titan Watch,Fashion,3296.18,Lake Stacy,2023-11-12
94,1617,Shannon Buck,501,Dell Laptop,Electronics,4966.7,North Danabury,2023-10-17
95,1822,Nicole Anderson,500,iPhone 14,Electronics,4519.52,South Tiffany,2023-06-06
96,1299,Victor Evans,502,Sony Headphones,Accessories,1082.63,Jessicamouth,2023-10-06
97,1121,Joshua Sanders,504,Titan Watch,Fashion,1390.57,Gutierrezfort,2023-05-20
98,1101,Jennifer Murphy,503,Nike Shoes,Fashion,828.06,West Toddmouth,2023-04-11
99,1031,Mary Hall,503,Nike Shoes,Fashion,3508.33,Port Frederickville,2023-02-09
100,1291,John Williams,503,Nike Shoes,Fashion,476.61,New Amanda,2023-04-26
101,1496,John Miller,501,Dell Laptop,Electronics,963.82,Davisbury,2023-11-09
102,1933,Emily Ryan,500,iPhone 14,Electronics,2420.8,Jonathanmouth,2023-07-19
103,1996,Nathan Crawford,503,Nike Shoes,Fashion,123.73,South Ericfurt,2023-05-26
104,1815,Andrea Jackson,502,Sony Headphones,Accessories,2587.32,New Joshuatown,2023-09-14
105,1844,Jeffrey Williams,504,Titan Watch,Fashion,3041.73,South Michelle,2023-08-03
106,1061,Rick Brandt,504,Titan Watch,Fashion,4427.73,Daleburgh,2023-08-17
107,1293,Elaine Anderson,501,Dell Laptop,Electronics,3248.16,North Amber,2023-01-04
108,1305,Chad Marks,502,Sony Headphones,Accessories,1395.64,West Davidside,2023-07-13
109,1365,Mr. Derek Howard,502,Sony Headphones,Accessories,791.56,Lake Wesley,2023-02-09
110,1538,Amanda Smith,504,Titan Watch,Fashion,3478.91,Karenmouth,2023-05-29
111,1948,Nathaniel Williams,501,Dell Laptop,Electronics,3911.89,Lake Johnborough,2023-01-18
112,1323,Megan Davis,502,Sony Headphones,Accessories,4217.45,East Heatherbury,2023-11-04
113,1577,Paula Schwartz,503,Nike Shoes,Fashion,1645.03,Kaylafort,2023-05-05
114,1669,William Sparks,500,iPhone 14,Electronics,3463.67,Jonestown,2023-01-24
115,1644,Jessica Robinson,504,Titan Watch,Fashion,2623.53,Morganland,2023-11-08
116,1864,William Gonzalez,501,Dell Laptop,Electronics,2793.75,Jackhaven,2023-06-11
117,1194,Rachel Rodriguez,504,Titan Watch,Fashion,709.05,Christinaside,2023-07-31
118,1963,Jacob Brown,501,Dell Laptop,Electronics,3871.26,Roberttown,2023-08-10
119,1472,Debra Sandoval,504,Titan Watch,Fashion,527.83,Kanemouth,2023-01-20
120,1798,Brian Torres,503,Nike Shoes,Fashion,4589.58,North Jonathanbury,2023-08-09
121,1259,Michael Brown,502,Sony Headphones,Accessories,3853.94,Port Andrew,2023-01-19
122,1551,Henry Burns,500,iPhone 14,Electronics,2840.13,New Michaelburgh,2023-01-14
123,1245,Justin Smith,500,iPhone 14,Electronics,3249.86,North Ryanchester,2023-09-14
124,1738,Dustin Porter,501,Dell Laptop,Electronics,3138.49,Gibsonbury,2023-05-19
125,1696,David White,503,Nike Shoes,Fashion,588.05,Port Johnchester,2023-05-13
126,1471,Wanda Hunter,503,Nike Shoes,Fashion,4804.59,South Katherinefort,2023-10-01
127,1137,George Holt,504,Titan Watch,Fashion,2597.87,South Michael,2023-01-17
128,1504,Kathy Kramer MD,502,Sony Headphones,Accessories,765.0,West Danielshire,2023-08-19
129,1285,Stephen Davis,500,iPhone 14,Electronics,1559.8,West Jamesview,2023-09-15
130,1947,Andrew Martinez,504,Titan Watch,Fashion,3701.34,East Edwinburgh,2023-08-30
131,1371,Rachael Hale,504,Titan Watch,Fashion,2982.72,Jasmineland,2023-06-01
132,1813,Rose Hayes,501,Dell Laptop,Electronics,576.87,East Tammy,2023-05-28
133,1192,Mark Williams,500,iPhone 14,Electronics,1018.64,Rochaburgh,2023-06-02
134,1673,Andre Fowler,502,Sony Headphones,Accessories,2862.34,Lake Cody,2023-07-27
135,1187,Kelsey Love,501,Dell Laptop,Electronics,846.11,Robertsbury,2023-07-28
136,1196,Mindy Warner,500,iPhone 14,Electronics,426.52,Jonesview,2023-12-23
137,1268,Brittany Lawson,500,iPhone 14,Electronics,533.14,Port Anthonystad,2023-08-01
138,1878,Michael Spencer,501,Dell Laptop,Electronics,2418.15,Sarahton,2023-06-04
139,1494,Wyatt Chang,501,Dell Laptop,Electronics,1822.92,Morganberg,2023-06-02
140,1386,Devon Torres,503,Nike Shoes,Fashion,4501.16,Gardnershire,2023-05-19
141,1969,Sharon Townsend,500,iPhone 14,Electronics,3296.94,Krausestad,2023-07-07
142,1668,Arthur Hamilton,501,Dell Laptop,Electronics,3314.02,New Mark,2023-10-12
143,1406,Alexander Hinton,500,iPhone 14,Electronics,1050.35,Amandaport,2023-08-23
144,1494,Wyatt Chang,504,Titan Watch,Fashion,4470.86,Morganberg,2023-11-20
145,1873,Spencer Hoffman,504,Titan Watch,Fashion,3624.48,Port Grace,2023-04-10
146,1021,Elizabeth Ramirez,504,Titan Watch,Fashion,1994.39,Phillipsborough,2023-08-27
147,1664,Melvin Watson,501,Dell Laptop,Electronics,200.54,Rogersport,2023-08-20
148,1730,James Barnes,501,Dell Laptop,Electronics,4577.66,Reneeshire,2023-12-11
149,1764,Lauren Wilson,504,Titan Watch,Fashion,1700.47,Stephanieburgh,2023-12-30
150,1870,Brian Robinson,503,Nike Shoes,Fashion,4102.95,Port Rachelport,2023-06-19
151,1216,Joshua Smith,502,Sony Headphones,Accessories,1583.22,Teresashire,2023-05-24
152,1831,David Matthews,501,Dell Laptop,Electronics,3505.89,Port Jeffrey,2023-12-02
153,1451,Elizabeth Cummings,500,iPhone 14,Electronics,136.68,North Christopher,2023-11-06
154,1236,John Barton,500,iPhone 14,Electronics,3962.04,East Joshuashire,2023-08-25
155,1244,Jeremy Osborne,500,iPhone 14,Electronics,1954.5,Austinburgh,2023-05-27
156,1906,Jonathan Wagner,503,Nike Shoes,Fashion,4475.75,Johnsonfort,2023-04-05
157,1729,Courtney Smith,501,Dell Laptop,Electronics,3746.77,New Monicastad,2023-02-11
158,1160,Jonathan Hoover,502,Sony Headphones,Accessories,2254.67,Port Shannonhaven,2023-09-05
159,1794,Brian Castro,504,Titan Watch,Fashion,1148.54,Bakermouth,2023-01-25
160,1903,Jennifer Knapp,503,Nike Shoes,Fashion,2140.54,Halefurt,2023-06-19
161,1629,Nicole Henson,504,Titan Watch,Fashion,1065.42,Wrighthaven,2023-05-14
162,1147,Cynthia Hayes,500,iPhone 14,Electronics,2148.11,Susanberg,2023-12-10
163,1241,Christopher Garcia,500,iPhone 14,Electronics,2747.08,East Beverly,2023-02-20
164,1572,Lisa Smith,502,Sony Headphones,Accessories,1781.48,Port Jose,2023-05-01
165,1674,Laurie Edwards,502,Sony Headphones,Accessories,4444.81,New Carolinebury,2023-07-23
166,1206,Katherine Robinson,501,Dell Laptop,Electronics,556.19,Josephberg,2023-11-02
167,1701,Holly Chambers,501,Dell Laptop,Electronics,2748.52,Jorgeview,2023-03-07
168,1390,Aaron Wilson,503,Nike Shoes,Fashion,4884.86,West Alicechester,2023-07-07
169,1166,Earl Barry,503,Nike Shoes,Fashion,1117.54,New Judith,2023-03-20
170,1039,Amanda Sanchez,500,iPhone 14,Electronics,4267.07,Huntville,2023-03-20
171,1310,Amy Marquez,503,Nike Shoes,Fashion,336.65,Heathershire,2023-11-27
172,1094,Devin Holder,501,Dell Laptop,Electronics,2294.22,Hansonburgh,2023-10-05
173,1498,Wayne Porter,503,Nike Shoes,Fashion,4734.77,Robertshire,2023-08-03
174,1397,Melissa Jacobs,503,Nike Shoes,Fashion,3195.17,Dennismouth,2023-05-13
175,1369,Tammy Torres,500,iPhone 14,Electronics,2658.32,Marshport,2023-10-31
176,1112,Christopher Hernandez,501,Dell Laptop,Electronics,2116.3,New Sara,2023-01-01
177,1791,Mr. Francisco Armstrong,504,Titan Watch,Fashion,3662.89,Henrybury,2023-09-03
178,1761,Danny Walker,502,Sony Headphones,Accessories,3026.3,South Codystad,2023-01-25
179,1627,Dr. Jeremy Frederick DDS,500,iPhone 14,Electronics,2352.95,Jonesville,2023-07-29
180,1124,Kenneth Perez,504,Titan Watch,Fashion,1786.68,Williehaven,2023-03-24
181,1708,David Glover,503,Nike Shoes,Fashion,3464.8,Maryville,2023-03-25
182,1149,Mary Gomez,504,Titan Watch,Fashion,2603.21,Lisaton,2023-04-14
183,1623,Sarah Farmer,500,iPhone 14,Electronics,1298.74,East Normafort,2023-07-21
184,1825,Jonathan Gray,504,Titan Watch,Fashion,2212.48,East Angelaville,2023-09-08
185,1989,Briana Pierce,501,Dell Laptop,Electronics,3286.34,New Emilyshire,2023-12-14
186,1424,Stacey Copeland,502,Sony Headphones,Accessories,3770.86,Lake Larryfurt,2023-02-25
187,1564,John Thompson,501,Dell Laptop,Electronics,4845.01,Lake Sarahfort,2023-03-18
188,1746,Paul Armstrong,504,Titan Watch,Fashion,4736.31,North Ricky,2023-11-07
189,1053,Eric Myers,500,iPhone 14,Electronics,389.11,Veronicaview,2023-01-20
190,1606,Maria Taylor,501,Dell Laptop,Electronics,818.22,Harrisbury,2023-11-21
191,1252,Michelle Lewis,500,iPhone 14,Electronics,3279.7,Lake Jessica,2023-01-02
192,1549,Chelsea Mccullough,503,Nike Shoes,Fashion,3465.51,West Michaelchester,2023-09-14
193,1952,Brittany Bean,502,Sony Headphones,Accessories,3166.31,Lake Nathanside,2023-05-26
194,1376,Kimberly Murillo,504,Titan Watch,Fashion,1479.86,Ambershire,2023-04-13
195,1020,Andrew Sheppard,503,Nike Shoes,Fashion,740.1,Shawchester,2023-05-28
196,1164,Justin Hart,502,Sony Headphones,Accessories,4152.42,North Lauren,2023-04-13
197,1668,Arthur Hamilton,503,Nike Shoes,Fashion,768.42,New Mark,2023-12-20
198,1993,Beth Hayes,502,Sony Headphones,Accessories,2029.15,Wangfurt,2023-10-30
199,1153,Jim Velazquez,500,iPhone 14,Electronics,3358.44,North Brenda,2023-06-23
200,1204,Briana Guerra,503,Nike Shoes,Fashion,4108.99,Martinezbury,2023-05-24
201,1535,Devin Campbell,503,Nike Shoes,Fashion,736.69,Traciborough,2023-06-04
202,1085,Jamie Cohen,504,Titan Watch,Fashion,941.45,East Justin,2023-11-03
203,1850,Tina Thompson,502,Sony Headphones,Accessories,4188.27,Jasonland,2023-04-07
204,1585,Scott Jones,504,Titan Watch,Fashion,3840.12,Shanemouth,2023-01-03
205,1799,Jillian White,502,Sony Headphones,Accessories,1529.47,Reyeschester,2023-03-05
206,1612,Gene Pittman,500,iPhone 14,Electronics,185.71,Lake Mariaside,2023-04-30
207,1464,Margaret Martin,504,Titan Watch,Fashion,1969.96,Torresport,2023-11-01
208,1244,Jeremy Osborne,501,Dell Laptop,Electronics,2189.65,Austinburgh,2023-08-01
209,1226,Wayne Rodriguez,500,iPhone 14,Electronics,4949.53,South Kurtview,2023-06-16
210,1742,Keith Johnson,502,Sony Headphones,Accessories,1437.09,New Jonathanfurt,2023-09-12
211,1594,Michael Chandler,503,Nike Shoes,Fashion,4706.87,Port Lisaberg,2023-10-20
212,1530,Julie Winters MD,500,iPhone 14,Electronics,2221.14,East Fernando,2023-01-24
213,1990,Karen Gonzalez,502,Sony Headphones,Accessories,291.94,Keithmouth,2023-02-03
214,1688,Chad Solomon,502,Sony Headphones,Accessories,2531.56,New Scottmouth,2023-08-29
215,1926,Scott Waters,504,Titan Watch,Fashion,1371.33,Joannport,2023-09-05
216,1835,Beth Benjamin,504,Titan Watch,Fashion,3980.35,Robertburgh,2023-05-09
217,1796,Sandra Carpenter,502,Sony Headphones,Accessories,3531.27,Jacquelinestad,2023-12-05
218,1025,Garrett Hill,503,Nike Shoes,Fashion,2015.71,Sanchezberg,2023-12-20
219,1656,Matthew Dixon,503,Nike Shoes,Fashion,3117.28,North Matthewburgh,2023-04-19
220,1091,Amy Stevens,504,Titan Watch,Fashion,1610.84,South Christopher,2023-04-21
221,1083,Carla Williams,504,Titan Watch,Fashion,584.74,Port David,2023-04-14
222,1972,Connor Singleton,502,Sony Headphones,Accessories,4283.54,Port Nicholasville,2023-03-20
223,1632,Jenna Robinson,500,iPhone 14,Electronics,1527.31,South Katherine,2023-04-03
224,1407,Deborah Cameron,500,iPhone 14,Electronics,1298.86,Schwartzside,2023-12-21
225,1349,Sean Bell,502,Sony Headphones,Accessories,4530.79,Lake Victor,2023-04-13
226,1975,Stephen Thomas,502,Sony Headphones,Accessories,1338.22,Heatherbury,2023-12-19
227,1635,Mark Gomez,504,Titan Watch,Fashion,3365.48,Port Mark,2023-07-29
228,1754,Clinton Davenport,502,Sony Headphones,Accessories,4590.21,New Robertbury,2023-06-22
229,1306,Barbara Walker,500,iPhone 14,Electronics,3812.54,Garrettport,2023-06-25
230,1575,Jacob Thomas Jr.,503,Nike Shoes,Fashion,1048.87,Port Edgar,2023-12-22
231,1447,Mark Martinez,500,iPhone 14,Electronics,3960.5,Danielmouth,2023-04-30
232,1845,Jessica Alexander,504,Titan Watch,Fashion,2996.4,Riveraborough,2023-10-02
233,1506,Destiny Gill,503,Nike Shoes,Fashion,3310.14,Wrightborough,2023-11-02
234,1476,Bernard Turner,500,iPhone 14,Electronics,2161.02,South Logan,2023-03-28
235,1790,James Owen,501,Dell Laptop,Electronics,1966.21,South Katherineville,2023-02-21
236,1004,Maurice Sanders,504,Titan Watch,Fashion,4149.59,North Aprilfort,2023-10-29
237,1248,Regina Wallace,500,iPhone 14,Electronics,575.22,Roberttown,2023-09-05
238,1791,Mr. Francisco Armstrong,502,Sony Headphones,Accessories,2751.76,Henrybury,2023-01-24
239,1983,John Hoffman,502,Sony Headphones,Accessories,3727.4,Port Tonichester,2023-04-06
240,1199,James Webb,500,iPhone 14,Electronics,2739.88,East Aaron,2023-01-22
241,1269,Danielle Wilson,500,iPhone 14,Electronics,2744.01,Aliciachester,2023-03-29
242,1221,Michele Hawkins,501,Dell Laptop,Electronics,783.32,Sparkshaven,2023-07-30
243,1976,Michael Sellers,503,Nike Shoes,Fashion,963.41,West Thomasfurt,2023-12-05
244,1405,William Pope,504,Titan Watch,Fashion,3819.77,Lake Peter,2023-10-28
245,1294,Ronald Chang,501,Dell Laptop,Electronics,1199.73,Powellshire,2023-04-24
246,1449,Ivan Clark,504,Titan Watch,Fashion,3123.97,Lake Joseph,2023-08-25
247,1512,Maria Liu,504,Titan Watch,Fashion,4338.42,Jermainemouth,2023-11-15
248,1989,Briana Pierce,503,Nike Shoes,Fashion,3316.2,New Emilyshire,2023-09-12
249,1386,Devon Torres,504,Titan Watch,Fashion,3119.85,Gardnershire,2023-02-21
250,1027,Angela Andrews,501,Dell Laptop,Electronics,3091.4,Rebeccahaven,2023-06-18
251,1739,Alexander Cooke,501,Dell Laptop,Electronics,146.18,Cooperton,2023-02-27
252,1619,Caleb Cole,501,Dell Laptop,Electronics,3200.85,Vasquezland,2023-08-29
253,1752,Deborah Forbes,500,iPhone 14,Electronics,3476.0,North Jennifer,2023-03-02
254,1491,Danielle Jenkins,504,Titan Watch,Fashion,157.4,East Nicholasborough,2023-01-09
255,1233,Justin Mays,501,Dell Laptop,Electronics,111.92,Elizabethview,2023-03-05
256,1593,Lance Parker,501,Dell Laptop,Electronics,2232.17,Port Aaron,2023-11-01
257,1075,Julie Johnson,500,iPhone 14,Electronics,3816.78,North Jameshaven,2023-12-22
258,1439,Vicki Whitney,502,Sony Headphones,Accessories,1266.69,Port Ericburgh,2023-02-08
259,1254,Jeremy Jackson,501,Dell Laptop,Electronics,734.16,Carlmouth,2023-05-11
260,1580,Grace Conway,501,Dell Laptop,Electronics,4574.24,Alexanderborough,2023-09-17
261,1768,Steven Weaver,503,Nike Shoes,Fashion,1710.99,Denisetown,2023-09-22
262,1085,Jamie Cohen,500,iPhone 14,Electronics,3741.54,East Justin,2023-05-04
263,1339,Suzanne Anderson,503,Nike Shoes,Fashion,2351.93,Jonesfurt,2023-08-01
264,1855,Michelle Andrews,504,Titan Watch,Fashion,3535.15,South Toni,2023-10-31
265,1470,Gabriel Maldonado,503,Nike Shoes,Fashion,4346.32,Evansview,2023-04-01
266,1536,Anthony Taylor,500,iPhone 14,Electronics,1766.36,North Jeffery,2023-11-13
267,1733,Travis Miller,501,Dell Laptop,Electronics,4785.67,New Ariel,2023-01-30
268,1943,Christina Golden,502,Sony Headphones,Accessories,2059.24,Josephmouth,2023-07-10
269,1859,Jessica Watts,501,Dell Laptop,Electronics,1991.53,South Tiffany,2023-01-27
270,1786,Maureen Costa,502,Sony Headphones,Accessories,377.93,North Alexandra,2023-03-23
271,1750,Donna Jones,502,Sony Headphones,Accessories,4108.31,East Denise,2023-11-19
272,1926,Scott Waters,503,Nike Shoes,Fashion,4312.78,Joannport,2023-06-14
273,1447,Mark Martinez,502,Sony Headphones,Accessories,1786.92,Danielmouth,2023-08-19
274,1425,Sarah Johnson,501,Dell Laptop,Electronics,4967.78,Alanside,2023-06-07
275,1461,Amber Hicks,500,iPhone 14,Electronics,1795.72,Ericland,2023-01-13
276,1360,Steven Jensen,503,Nike Shoes,Fashion,4637.88,South Elizabethville,2023-11-09
277,1837,Michelle Carter,501,Dell Laptop,Electronics,3242.61,North Michelleside,2023-10-20
278,1224,Sara Arnold,501,Dell Laptop,Electronics,1263.6,West Joshua,2023-08-19
279,1191,Joan Miller,501,Dell Laptop,Electronics,4558.1,Hernandezmouth,2023-05-16
280,1347,Michelle Diaz,500,iPhone 14,Electronics,1903.16,East Brittanyhaven,2023-10-24
281,1092,Anthony Mcgee,500,iPhone 14,Electronics,3168.87,Lake Tracystad,2023-05-11
282,1043,Lisa Lee,503,Nike Shoes,Fashion,4296.27,Tamarashire,2023-07-24
283,1447,Mark Martinez,504,Titan Watch,Fashion,4374.94,Danielmouth,2023-01-09
284,1881,Sydney Robbins,502,Sony Headphones,Accessories,421.54,Wallerbury,2023-03-17
285,1594,Michael Chandler,501,Dell Laptop,Electronics,497.41,Port Lisaberg,2023-02-14
286,1316,Rachel Rivera,502,Sony Headphones,Accessories,3504.78,Johnberg,2023-08-01
287,1004,Maurice Sanders,503,Nike Shoes,Fashion,2990.33,North Aprilfort,2023-03-24
288,1270,Douglas Hutchinson,501,Dell Laptop,Electronics,4632.62,Joyhaven,2023-08-01
289,1823,Michael Bradley,501,Dell Laptop,Electronics,922.11,West Lauren,2023-11-27
290,1948,Nathaniel Williams,503,Nike Shoes,Fashion,2347.01,Lake Johnborough,2023-09-01
291,1097,Brittney Brady,502,Sony Headphones,Accessories,2800.04,Colonhaven,2023-03-18
292,1160,Jonathan Hoover,501,Dell Laptop,Electronics,723.45,Port Shannonhaven,2023-03-13
293,1374,Michelle Perez,502,Sony Headphones,Accessories,3598.18,Port Marilynhaven,2023-02-20
294,1976,Michael Sellers,502,Sony Headphones,Accessories,3930.88,West Thomasfurt,2023-08-11
295,1087,Anthony Wagner,500,iPhone 14,Electronics,2729.98,Michaelton,2023-06-11
296,1512,Maria Liu,501,Dell Laptop,Electronics,3890.67,Jermainemouth,2023-04-17
297,1177,Katie York,504,Titan Watch,Fashion,2195.37,South Caseyton,2023-06-06
